time,note,scale degree,length
7.833,45,0,0.16699999999999982
8.000,45,0,0.8330000000000002
8.833,47,2,0.16699999999999982
9.000,48,3,0.8330000000000002
9.833,52,7,0.16699999999999982
10.000,50,5,0.16699999999999982
10.167,45,0,0.16600000000000037
10.333,45,0,1.5
11.833,57,0,0.16699999999999982
12.000,57,0,0.8330000000000002
12.833,57,0,0.16699999999999982
13.000,55,10,0.8330000000000002
13.833,52,7,0.16699999999999982
14.000,52,7,1.75
15.750,69,0,0.08300000000000018
15.833,69,0,0.16699999999999982
16.000,69,0,0.8329999999999984
16.833,59,2,0.1670000000000016
17.000,60,3,0.08299999999999841
17.083,60,3,0.75
17.833,60,3,0.1670000000000016
18.000,62,5,0.08299999999999841
18.083,57,0,0.08400000000000318
18.167,57,0,0.5
18.667,57,0,0.16599999999999682
18.833,57,0,1.0
19.833,55,10,0.1670000000000016
20.000,57,0,0.8329999999999984
20.833,57,0,0.1670000000000016
21.000,56,11,0.8329999999999984
21.833,56,11,0.1670000000000016
22.000,57,0,7.832999999999998
29.833,69,0,0.1670000000000016
30.000,69,0,0.8329999999999984
30.833,69,0,0.1670000000000016
31.000,67,10,0.8329999999999984
31.833,64,7,0.1670000000000016
32.000,62,5,0.1670000000000016
32.167,57,0,1.8329999999999984
34.000,69,0,0.8329999999999984
34.833,69,0,0.1670000000000016
35.000,67,10,0.8329999999999984
35.833,64,7,0.1670000000000016
36.000,64,7,1.8329999999999984
37.833,69,0,0.1670000000000016
38.000,69,0,0.8329999999999984
38.833,69,0,0.1670000000000016
39.000,67,10,0.8329999999999984
39.833,60,3,0.1670000000000016
40.000,62,5,0.1670000000000016
40.167,57,0,0.6659999999999968
40.833,57,0,0.1670000000000016
41.000,60,3,1.0
42.000,57,0,0.8329999999999984
42.833,57,0,0.1670000000000016
43.000,56,11,0.1670000000000016
43.167,52,7,0.6659999999999968
43.833,57,0,0.1670000000000016
44.000,57,0,7.832999999999998
51.833,69,0,0.08400000000000318
51.917,69,0,0.08299999999999841
52.000,69,0,0.8329999999999984
52.833,69,0,0.1670000000000016
53.000,67,10,0.8329999999999984
53.833,60,3,0.1670000000000016
54.000,62,5,0.3329999999999984
54.333,57,0,0.5
54.833,57,0,0.1670000000000016
55.000,57,0,0.8329999999999984
55.833,69,0,0.08400000000000318
55.917,69,0,0.08299999999999841
56.000,69,0,0.6670000000000016
56.667,69,0,0.3329999999999984
57.000,67,10,0.6670000000000016
57.667,64,7,0.16599999999999682
57.833,64,7,2.0
59.833,69,0,0.08400000000000318
59.917,69,0,0.08299999999999841
