
RULES:
S: (13) [A] $P1 $P2 $P2 $P2 $P2 $Br $So $P3 bVI | i | 
P3: (13) $G $G $G $G $G $G $G $G $G $G $G $G $G 
So: (10) $G $G $G $G $G $G $G $G $G $G 
Br: (14) IV | | | bIII+9 | | IV | | bIII+9 | bVII6 | 
P2: (7) $D $D $D $D $E $E $F 
P1: (4) $Vr $Vr $A1 $A2 
Vr: (4) $A1 $A1 $B $C 
G: (5) i bVII | bVI | 
F: (3) bIII bVII6 | 
E: (13) bIII bVII6 | i | bIII bVII6 | bVI i . . | 
D: (4) i7 | IV | 
C: (11) bIII IV | bVI7 i | bIII IV | bVI7 | 
B: (11) bIII IV | bVI7 i | bIII bVII | IV | 
A2: (13) i V6 | i42 IV6 | bVI7 | bVII i . bVII | 
A1: (13) i V6 | i42 IV6 | bVI7 | bVII i . . | 

Raw chord progression:
[A] i V6 | i42 IV6 | bVI7 | bVII i . . | . V6 | i42 IV6 | bVI7 | bVII i . . | bIII IV | bVI7 i | bIII bVII | IV | bIII IV | bVI7 i | bIII IV | bVI7 | i V6 | i42 IV6 | bVI7 | bVII i . . | . V6 | i42 IV6 | bVI7 | bVII i . . | bIII IV | bVI7 i | bIII bVII | IV | bIII IV | bVI7 i | bIII IV | bVI7 | i V6 | i42 IV6 | bVI7 | bVII i . . | . V6 | i42 IV6 | bVI7 | bVII i . bVII | i7 | IV | i7 | IV | i7 | IV | i7 | IV | bIII bVII6 | i | bIII bVII6 | bVI i . . | bIII bVII6 | i | bIII bVII6 | bVI i . . | bIII bVII6 | i7 | IV | i7 | IV | i7 | IV | i7 | IV | bIII bVII6 | i | bIII bVII6 | bVI i . . | bIII bVII6 | i | bIII bVII6 | bVI i . . | bIII bVII6 | i7 | IV | i7 | IV | i7 | IV | i7 | IV | bIII bVII6 | i | bIII bVII6 | bVI i . . | bIII bVII6 | i | bIII bVII6 | bVI i . . | bIII bVII6 | i7 | IV | i7 | IV | i7 | IV | i7 | IV | bIII bVII6 | i | bIII bVII6 | bVI i . . | bIII bVII6 | i | bIII bVII6 | bVI i . . | bIII bVII6 | IV | | | bIII+9 | | IV | | bIII+9 | bVII6 | i bVII | bVI | i bVII | bVI | i bVII | bVI | i bVII | bVI | i bVII | bVI | i bVII | bVI | i bVII | bVI | i bVII | bVI | i bVII | bVI | i bVII | bVI | i bVII | bVI | i bVII | bVI | i bVII | bVI | i bVII | bVI | i bVII | bVI | i bVII | bVI | i bVII | bVI | i bVII | bVI | i bVII | bVI | i bVII | bVI | i bVII | bVI | i bVII | bVI | i bVII | bVI | | i | 

